銘柄名,市場・商品区分,33業種区分,17業種区分
ＪＴＯＷＥＲ,グロース（内国株式）,情報・通信業,情報通信・サービスその他 
ユナイトアンドグロウ,グロース（内国株式）,情報・通信業,情報通信・サービスその他 
スペースマーケット,グロース（内国株式）,情報・通信業,情報通信・サービスその他 
ＡＩ　ｉｎｓｉｄｅ,グロース（内国株式）,情報・通信業,情報通信・サービスその他 
ペイロール,グロース（内国株式）,情報・通信業,情報通信・サービスその他 
ビザスク,グロース（内国株式）,情報・通信業,情報通信・サービスその他 
コンピューターマネージメント,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 
ゼネテック,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 
サイバーセキュリティクラウド,グロース（内国株式）,情報・通信業,情報通信・サービスその他 
バリオセキュア,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 
アイキューブドシステムズ,グロース（内国株式）,情報・通信業,情報通信・サービスその他 
コマースＯｎｅホールディングス,グロース（内国株式）,情報・通信業,情報通信・サービスその他 
サイバートラスト,グロース（内国株式）,情報・通信業,情報通信・サービスその他 
Ｓｐｅｅｅ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他 
武田薬品工業,プライム（内国株式）,医薬品,医薬品 
アステラス製薬,プライム（内国株式）,医薬品,医薬品 
住友ファーマ,プライム（内国株式）,医薬品,医薬品 
塩野義製薬,プライム（内国株式）,医薬品,医薬品 
わかもと製薬,スタンダード（内国株式）,医薬品,医薬品 
日本新薬,プライム（内国株式）,医薬品,医薬品 
中外製薬,プライム（内国株式）,医薬品,医薬品 
科研製薬,プライム（内国株式）,医薬品,医薬品 
エーザイ,プライム（内国株式）,医薬品,医薬品 
森下仁丹,スタンダード（内国株式）,医薬品,医薬品 
理研ビタミン,プライム（内国株式）,食料品,食品 
ロート製薬,プライム（内国株式）,医薬品,医薬品 
小野薬品工業,プライム（内国株式）,医薬品,医薬品 
久光製薬,プライム（内国株式）,医薬品,医薬品 
有機合成薬品工業,スタンダード（内国株式）,化学,素材・化学 
持田製薬,プライム（内国株式）,医薬品,医薬品 
参天製薬,プライム（内国株式）,医薬品,医薬品 
扶桑薬品工業,プライム（内国株式）,医薬品,医薬品 
日本ケミファ,スタンダード（内国株式）,医薬品,医薬品 
ツムラ,プライム（内国株式）,医薬品,医薬品 
テルモ,プライム（内国株式）,精密機器,電機・精密 
Ｈ．Ｕ．グループホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他 
キッセイ薬品工業,プライム（内国株式）,医薬品,医薬品 
生化学工業,プライム（内国株式）,医薬品,医薬品 
栄研化学,プライム（内国株式）,医薬品,医薬品 
鳥居薬品,プライム（内国株式）,医薬品,医薬品 
ＪＣＲファーマ,プライム（内国株式）,医薬品,医薬品 
東和薬品,プライム（内国株式）,医薬品,医薬品 
富士製薬工業,プライム（内国株式）,医薬品,医薬品 
カイノス,スタンダード（内国株式）,医薬品,医薬品 
中京医薬品,スタンダード（内国株式）,医薬品,医薬品 
ゼリア新薬工業,プライム（内国株式）,医薬品,医薬品 
アンジェス,グロース（内国株式）,医薬品,医薬品 
オンコセラピー・サイエンス,グロース（内国株式）,医薬品,医薬品 
そーせいグループ,プライム（内国株式）,医薬品,医薬品 
第一三共,プライム（内国株式）,医薬品,医薬品 
杏林製薬,プライム（内国株式）,医薬品,医薬品 
免疫生物研究所,グロース（内国株式）,医薬品,医薬品 
ＮＡＮＯ　ＭＲＮＡ,グロース（内国株式）,医薬品,医薬品 
カルナバイオサイエンス,グロース（内国株式）,医薬品,医薬品 
大幸薬品,プライム（内国株式）,医薬品,医薬品 
キャンバス,グロース（内国株式）,医薬品,医薬品 
デ・ウエスタン・セラピテクス研究所,グロース（内国株式）,医薬品,医薬品 
ダイト,プライム（内国株式）,医薬品,医薬品 
大塚ホールディングス,プライム（内国株式）,医薬品,医薬品 
ラクオリア創薬,グロース（内国株式）,医薬品,医薬品 
大正製薬ホールディングス,スタンダード（内国株式）,医薬品,医薬品 
シンバイオ製薬,グロース（内国株式）,医薬品,医薬品 
カイオム・バイオサイエンス,グロース（内国株式）,医薬品,医薬品 
キッズウェル・バイオ,グロース（内国株式）,医薬品,医薬品 
メドレックス,グロース（内国株式）,医薬品,医薬品 
ペプチドリーム,プライム（内国株式）,医薬品,医薬品 
オンコリスバイオファーマ,グロース（内国株式）,医薬品,医薬品 
リボミック,グロース（内国株式）,医薬品,医薬品 
サンバイオ,グロース（内国株式）,医薬品,医薬品 
ヘリオス,グロース（内国株式）,医薬品,医薬品 
ブライトパス・バイオ,グロース（内国株式）,医薬品,医薬品 
ミズホメディー,スタンダード（内国株式）,医薬品,医薬品 
窪田製薬ホールディングス,グロース（内国株式）,医薬品,医薬品 
ソレイジア・ファーマ,グロース（内国株式）,医薬品,医薬品 
